v,vw,o,c,h,l,t,n,timestamp
18933.0,190.257,191.52,190.2,191.52,190.0,1704186000000,612,2024-01-02 09:00:00+00:00
8562.0,190.0787,190.11,190.0,190.13,190.0,1704186060000,425,2024-01-02 09:01:00+00:00
5355.0,189.8463,189.9,189.82,189.9,189.82,1704186120000,129,2024-01-02 09:02:00+00:00
4405.0,189.8634,189.87,189.87,189.87,189.8,1704186180000,83,2024-01-02 09:03:00+00:00
2225.0,189.9215,189.9,189.9,189.95,189.9,1704186240000,87,2024-01-02 09:04:00+00:00
3534.0,189.8989,189.9,189.94,189.94,189.82,1704186300000,80,2024-01-02 09:05:00+00:00
1137.0,189.9427,189.95,189.95,189.95,189.94,1704186360000,65,2024-01-02 09:06:00+00:00
2220.0,189.9852,190.0,189.99,190.0,189.99,1704186420000,80,2024-01-02 09:07:00+00:00
1202.0,189.9741,189.99,189.96,189.99,189.96,1704186480000,30,2024-01-02 09:08:00+00:00
543.0,189.9795,189.98,189.98,189.98,189.98,1704186540000,25,2024-01-02 09:09:00+00:00
1217.0,189.9642,189.96,189.97,189.97,189.96,1704186600000,55,2024-01-02 09:10:00+00:00
1054.0,189.9307,189.94,189.92,189.95,189.92,1704186660000,72,2024-01-02 09:11:00+00:00
906.0,189.9109,189.91,189.9,189.91,189.9,1704186780000,38,2024-01-02 09:13:00+00:00
270.0,189.9654,189.97,189.97,189.97,189.97,1704186840000,19,2024-01-02 09:14:00+00:00
1052.0,189.9476,189.97,189.97,189.97,189.97,1704187020000,78,2024-01-02 09:17:00+00:00
2392.0,189.9857,189.97,190.0,190.0,189.97,1704187140000,37,2024-01-02 09:19:00+00:00
901.0,190.0975,190.03,190.03,190.03,190.03,1704187260000,52,2024-01-02 09:21:00+00:00
304.0,190.0547,190.05,190.05,190.05,190.05,1704187320000,13,2024-01-02 09:22:00+00:00
523.0,190.1004,190.1,190.1,190.1,190.1,1704187380000,10,2024-01-02 09:23:00+00:00
703.0,190.1054,190.11,190.1,190.11,190.1,1704187440000,39,2024-01-02 09:24:00+00:00
438.0,190.1044,190.09,190.09,190.09,190.09,1704187500000,26,2024-01-02 09:25:00+00:00
518.0,190.0999,190.1,190.1,190.1,190.1,1704187560000,23,2024-01-02 09:26:00+00:00
671.0,190.1022,190.11,190.1,190.11,190.1,1704187620000,15,2024-01-02 09:27:00+00:00
1439.0,190.0677,190.08,190.05,190.08,190.05,1704187740000,73,2024-01-02 09:29:00+00:00
1271.0,190.0534,190.07,190.05,190.07,190.05,1704187800000,22,2024-01-02 09:30:00+00:00
2154.0,190.0732,190.06,190.09,190.09,190.06,1704187980000,50,2024-01-02 09:33:00+00:00
220.0,190.0729,190.07,190.07,190.07,190.07,1704188100000,17,2024-01-02 09:35:00+00:00
188.0,190.0746,190.08,190.08,190.08,190.08,1704188160000,23,2024-01-02 09:36:00+00:00
2104.0,190.0082,190.02,190.0,190.02,190.0,1704188220000,171,2024-01-02 09:37:00+00:00
846.0,189.9763,189.99,189.99,189.99,189.99,1704188280000,39,2024-01-02 09:38:00+00:00
1092.0,189.9539,189.96,189.95,189.96,189.95,1704188340000,58,2024-01-02 09:39:00+00:00
3261.0,189.8972,189.9,189.88,189.9,189.88,1704188400000,179,2024-01-02 09:40:00+00:00
657.0,189.8918,189.89,189.89,189.89,189.89,1704188640000,19,2024-01-02 09:44:00+00:00
1041.0,189.9121,189.91,189.91,189.91,189.91,1704188760000,14,2024-01-02 09:46:00+00:00
2541.0,189.9016,189.9,189.9,189.9,189.9,1704188820000,42,2024-01-02 09:47:00+00:00
2201.0,189.8982,189.9,189.89,189.9,189.89,1704189300000,85,2024-01-02 09:55:00+00:00
411.0,189.9537,189.95,189.95,189.95,189.95,1704189480000,33,2024-01-02 09:58:00+00:00
1599.0,189.9976,190.0,190.0,190.0,190.0,1704189660000,44,2024-01-02 10:01:00+00:00
483.0,190.0031,190.0,190.0,190.0,190.0,1704189780000,19,2024-01-02 10:03:00+00:00
722.0,190.0422,190.02,190.06,190.06,190.02,1704189900000,24,2024-01-02 10:05:00+00:00
300.0,190.0699,190.08,190.08,190.08,190.08,1704189960000,28,2024-01-02 10:06:00+00:00
448.0,190.098,190.1,190.1,190.1,190.1,1704190080000,15,2024-01-02 10:08:00+00:00
1066.0,190.0896,190.09,190.1,190.1,190.09,1704190140000,28,2024-01-02 10:09:00+00:00
2154.0,190.0965,190.09,190.1,190.1,190.09,1704190260000,40,2024-01-02 10:11:00+00:00
711.0,190.1145,190.12,190.12,190.12,190.12,1704190380000,17,2024-01-02 10:13:00+00:00
286.0,190.1378,190.15,190.15,190.15,190.15,1704190620000,15,2024-01-02 10:17:00+00:00
646.0,190.1577,190.15,190.15,190.15,190.15,1704190680000,43,2024-01-02 10:18:00+00:00
994.0,190.1868,190.19,190.2,190.2,190.19,1704190740000,26,2024-01-02 10:19:00+00:00
232.0,190.2006,190.2,190.2,190.2,190.2,1704190800000,8,2024-01-02 10:20:00+00:00
976.0,190.2404,190.24,190.24,190.24,190.24,1704190860000,20,2024-01-02 10:21:00+00:00
1351.0,190.1238,190.15,190.05,190.15,190.05,1704191220000,74,2024-01-02 10:27:00+00:00
1146.0,190.0527,190.04,190.05,190.05,190.04,1704191280000,47,2024-01-02 10:28:00+00:00
1173.0,190.0245,190.01,190.01,190.01,190.01,1704191400000,50,2024-01-02 10:30:00+00:00
424.0,190.1,190.1,190.1,190.1,190.1,1704191760000,20,2024-01-02 10:36:00+00:00
605.0,190.1525,190.15,190.15,190.15,190.15,1704192180000,46,2024-01-02 10:43:00+00:00
386.0,190.1167,190.12,190.12,190.12,190.12,1704192300000,31,2024-01-02 10:45:00+00:00
302.0,190.1149,190.12,190.12,190.12,190.12,1704192360000,25,2024-01-02 10:46:00+00:00
349.0,190.0984,190.1,190.1,190.1,190.1,1704192420000,32,2024-01-02 10:47:00+00:00
301.0,190.091,190.09,190.09,190.09,190.09,1704192840000,23,2024-01-02 10:54:00+00:00
486.0,190.007,190.01,190.01,190.01,190.01,1704193020000,78,2024-01-02 10:57:00+00:00
3571.0,189.9983,190.01,190.02,190.02,189.99,1704193080000,227,2024-01-02 10:58:00+00:00
9144.0,189.8299,189.94,189.76,189.94,189.7,1704193140000,325,2024-01-02 10:59:00+00:00
3389.0,189.5984,189.68,189.52,189.68,189.52,1704193200000,216,2024-01-02 11:00:00+00:00
375.0,189.5299,189.51,189.51,189.51,189.51,1704193260000,17,2024-01-02 11:01:00+00:00
2869.0,189.4676,189.55,189.39,189.55,189.39,1704193320000,170,2024-01-02 11:02:00+00:00
1113.0,189.4634,189.47,189.44,189.5,189.44,1704193380000,27,2024-01-02 11:03:00+00:00
264.0,189.5346,189.54,189.54,189.54,189.54,1704193440000,22,2024-01-02 11:04:00+00:00
2460.0,189.5806,189.55,189.55,189.55,189.55,1704193500000,42,2024-01-02 11:05:00+00:00
1493.0,189.5606,189.55,189.55,189.55,189.55,1704193560000,39,2024-01-02 11:06:00+00:00
516.0,189.6144,189.6,189.63,189.63,189.6,1704193620000,22,2024-01-02 11:07:00+00:00
1059.0,189.5643,189.59,189.55,189.59,189.55,1704193680000,53,2024-01-02 11:08:00+00:00
890.0,189.651,189.68,189.68,189.68,189.68,1704193740000,46,2024-01-02 11:09:00+00:00
1560.0,189.5673,189.55,189.55,189.55,189.55,1704193800000,64,2024-01-02 11:10:00+00:00
1007.0,189.5477,189.55,189.55,189.55,189.55,1704193860000,32,2024-01-02 11:11:00+00:00
1704.0,189.5424,189.55,189.55,189.55,189.55,1704193920000,104,2024-01-02 11:12:00+00:00
661.0,189.4633,189.46,189.44,189.46,189.44,1704193980000,45,2024-01-02 11:13:00+00:00
958.0,189.5778,189.6,189.6,189.6,189.6,1704194040000,33,2024-01-02 11:14:00+00:00
25522.0,189.4865,189.5,189.38,189.5,189.38,1704194100000,138,2024-01-02 11:15:00+00:00
381.0,189.3731,189.38,189.38,189.38,189.38,1704194160000,44,2024-01-02 11:16:00+00:00
630.0,189.3468,189.32,189.32,189.32,189.32,1704194220000,43,2024-01-02 11:17:00+00:00
23045.0,189.2962,189.3,189.15,189.33,189.15,1704194340000,113,2024-01-02 11:19:00+00:00
2156.0,189.2248,189.23,189.21,189.26,189.21,1704194460000,92,2024-01-02 11:21:00+00:00
988.0,189.2025,189.2,189.2,189.2,189.2,1704194520000,24,2024-01-02 11:22:00+00:00
580.0,189.1963,189.2,189.2,189.2,189.2,1704194640000,49,2024-01-02 11:24:00+00:00
1792.0,189.1321,189.1,189.1,189.1,189.1,1704194700000,115,2024-01-02 11:25:00+00:00
2078.0,189.0166,189.03,189.0,189.03,189.0,1704194820000,111,2024-01-02 11:27:00+00:00
4087.0,188.9875,189.01,189.0,189.01,189.0,1704194880000,326,2024-01-02 11:28:00+00:00
3303.0,188.9357,188.95,188.95,188.95,188.95,1704194940000,86,2024-01-02 11:29:00+00:00
1872.0,188.8309,188.87,188.83,188.87,188.8,1704195000000,85,2024-01-02 11:30:00+00:00
2658.0,188.8409,188.81,188.83,188.83,188.8,1704195060000,81,2024-01-02 11:31:00+00:00
1499.0,188.8213,188.8,188.8,188.8,188.8,1704195120000,54,2024-01-02 11:32:00+00:00
1238.0,188.889,188.9,188.9,188.9,188.9,1704195180000,51,2024-01-02 11:33:00+00:00
1540.0,188.9021,188.9,188.88,188.9,188.88,1704195240000,58,2024-01-02 11:34:00+00:00
1958.0,188.8049,188.81,188.8,188.81,188.8,1704195360000,82,2024-01-02 11:36:00+00:00
1046.0,188.8739,188.87,188.87,188.87,188.87,1704195480000,39,2024-01-02 11:38:00+00:00
1273.0,188.9996,188.97,189.08,189.08,188.97,1704195540000,45,2024-01-02 11:39:00+00:00
1060.0,189.0801,189.08,189.08,189.09,189.08,1704195600000,40,2024-01-02 11:40:00+00:00
670.0,189.0373,189.03,189.03,189.03,189.03,1704195720000,25,2024-01-02 11:42:00+00:00
694.0,189.0629,189.05,189.07,189.07,189.05,1704195780000,26,2024-01-02 11:43:00+00:00
1074.0,189.1121,189.09,189.09,189.09,189.09,1704195840000,49,2024-01-02 11:44:00+00:00
1082.0,189.2076,189.22,189.22,189.22,189.22,1704195900000,46,2024-01-02 11:45:00+00:00
9098.0,189.0392,189.14,189.0,189.14,189.0,1704195960000,252,2024-01-02 11:46:00+00:00
810.0,189.0596,189.06,189.06,189.06,189.06,1704196320000,41,2024-01-02 11:52:00+00:00
2400.0,189.0089,189.01,189.02,189.02,189.0,1704196380000,102,2024-01-02 11:53:00+00:00
6725.0,188.9524,188.96,188.94,188.96,188.94,1704196560000,156,2024-01-02 11:56:00+00:00
24161.0,189.3192,189.02,189.33,189.65,189.0,1704196800000,723,2024-01-02 12:00:00+00:00
4214.0,189.3199,189.4,189.34,189.4,189.27,1704196860000,80,2024-01-02 12:01:00+00:00
814.0,189.3167,189.33,189.29,189.33,189.29,1704196920000,40,2024-01-02 12:02:00+00:00
4668.0,189.1883,189.18,189.18,189.18,189.18,1704196980000,80,2024-01-02 12:03:00+00:00
2293.0,189.1653,189.15,189.15,189.15,189.15,1704197040000,69,2024-01-02 12:04:00+00:00
1915.0,189.1888,189.26,189.12,189.26,189.12,1704197100000,74,2024-01-02 12:05:00+00:00
1696.0,189.085,189.11,189.06,189.11,189.06,1704197160000,74,2024-01-02 12:06:00+00:00
2283.0,189.0625,189.03,189.06,189.06,189.03,1704197220000,58,2024-01-02 12:07:00+00:00
2993.0,189.1502,189.15,189.15,189.15,189.15,1704197280000,37,2024-01-02 12:08:00+00:00
1806.0,189.1365,189.13,189.13,189.13,189.13,1704197340000,52,2024-01-02 12:09:00+00:00
1155.0,189.1802,189.13,189.21,189.21,189.13,1704197400000,38,2024-01-02 12:10:00+00:00
507.0,189.3042,189.29,189.29,189.29,189.29,1704197520000,34,2024-01-02 12:12:00+00:00
2143.0,189.3075,189.33,189.3,189.33,189.3,1704197580000,71,2024-01-02 12:13:00+00:00
1299.0,189.2115,189.21,189.2,189.21,189.2,1704197760000,78,2024-01-02 12:16:00+00:00
1871.0,189.2277,189.23,189.24,189.24,189.23,1704197820000,47,2024-01-02 12:17:00+00:00
1970.0,189.2536,189.25,189.25,189.27,189.25,1704197880000,33,2024-01-02 12:18:00+00:00
1208.0,189.2947,189.29,189.3,189.3,189.29,1704197940000,37,2024-01-02 12:19:00+00:00
1737.0,189.2933,189.29,189.29,189.29,189.29,1704198000000,49,2024-01-02 12:20:00+00:00
457.0,189.3268,189.32,189.32,189.32,189.32,1704198060000,27,2024-01-02 12:21:00+00:00
2361.0,189.2878,189.32,189.29,189.32,189.25,1704198120000,83,2024-01-02 12:22:00+00:00
11431.0,189.2606,189.26,189.27,189.27,189.25,1704198180000,91,2024-01-02 12:23:00+00:00
2504.0,189.2895,189.3,189.27,189.3,189.27,1704198360000,53,2024-01-02 12:26:00+00:00
1208.0,189.2705,189.27,189.27,189.27,189.27,1704198420000,42,2024-01-02 12:27:00+00:00
3190.0,189.2382,189.27,189.18,189.27,189.18,1704198480000,110,2024-01-02 12:28:00+00:00
6230.0,189.1532,189.15,189.15,189.17,189.15,1704198540000,83,2024-01-02 12:29:00+00:00
6698.0,189.0709,189.1,189.0,189.1,189.0,1704198600000,262,2024-01-02 12:30:00+00:00
4503.0,189.087,189.03,189.13,189.13,189.03,1704198660000,99,2024-01-02 12:31:00+00:00
2851.0,189.111,189.15,189.1,189.15,189.1,1704198720000,49,2024-01-02 12:32:00+00:00
822.0,189.0894,189.07,189.1,189.1,189.07,1704198780000,39,2024-01-02 12:33:00+00:00
1058.0,189.0896,189.07,189.1,189.1,189.07,1704198960000,36,2024-01-02 12:36:00+00:00
4800.0,189.0509,189.06,189.05,189.06,189.05,1704199020000,47,2024-01-02 12:37:00+00:00
7818.0,189.0029,189.02,189.0,189.02,189.0,1704199080000,221,2024-01-02 12:38:00+00:00
2497.0,188.9382,188.96,188.91,188.96,188.91,1704199140000,103,2024-01-02 12:39:00+00:00
6905.0,188.8844,188.91,188.91,188.91,188.85,1704199200000,195,2024-01-02 12:40:00+00:00
579.0,188.9858,188.97,188.99,188.99,188.97,1704199320000,24,2024-01-02 12:42:00+00:00
447.0,188.9659,188.96,188.96,188.96,188.96,1704199380000,46,2024-01-02 12:43:00+00:00
570.0,188.92,188.94,188.94,188.94,188.94,1704199440000,80,2024-01-02 12:44:00+00:00
3041.0,188.8669,188.86,188.86,188.86,188.86,1704199500000,53,2024-01-02 12:45:00+00:00
1666.0,188.8926,188.9,188.9,188.9,188.9,1704199560000,47,2024-01-02 12:46:00+00:00
3697.0,188.8625,188.86,188.86,188.86,188.86,1704199680000,76,2024-01-02 12:48:00+00:00
552.0,188.8434,188.85,188.85,188.85,188.85,1704199740000,55,2024-01-02 12:49:00+00:00
3938.0,188.7911,188.83,188.73,188.83,188.73,1704199800000,276,2024-01-02 12:50:00+00:00
959.0,188.7589,188.75,188.75,188.75,188.75,1704199860000,38,2024-01-02 12:51:00+00:00
919.0,188.7742,188.75,188.75,188.75,188.75,1704199920000,38,2024-01-02 12:52:00+00:00
837.0,188.765,188.75,188.75,188.75,188.75,1704199980000,52,2024-01-02 12:53:00+00:00
2493.0,188.7924,188.8,188.83,188.83,188.8,1704200040000,92,2024-01-02 12:54:00+00:00
1103.0,188.8249,188.83,188.8,188.83,188.8,1704200100000,52,2024-01-02 12:55:00+00:00
734.0,188.8683,188.87,188.87,188.87,188.87,1704200160000,47,2024-01-02 12:56:00+00:00
25215.0,188.5811,188.83,188.4,188.83,188.4,1704200220000,664,2024-01-02 12:57:00+00:00
2932.0,188.4066,188.41,188.4,188.41,188.4,1704200280000,69,2024-01-02 12:58:00+00:00
1161.0,188.4115,188.43,188.4,188.43,188.4,1704200340000,70,2024-01-02 12:59:00+00:00
97852.0,188.9188,189.03,188.35,189.65,188.2608,1704200400000,1541,2024-01-02 13:00:00+00:00
13547.0,189.3306,192.1,188.5,192.1,188.3083,1704200460000,965,2024-01-02 13:01:00+00:00
10068.0,189.8107,188.46,188.47,192.05,188.46,1704200520000,435,2024-01-02 13:02:00+00:00
11633.0,189.7451,191.82,190.7,192.1,188.34,1704200580000,688,2024-01-02 13:03:00+00:00
12505.0,189.5479,190.69,188.26,192.09,188.25,1704200640000,732,2024-01-02 13:04:00+00:00
20347.0,189.1444,191.0,188.5,191.16,188.26,1704200700000,893,2024-01-02 13:05:00+00:00
14577.0,188.4746,188.5,188.4005,188.5,188.4,1704200760000,167,2024-01-02 13:06:00+00:00
5143.0,188.4471,188.405,188.4998,188.4998,188.4,1704200820000,134,2024-01-02 13:07:00+00:00
10317.0,188.3858,188.45,188.37,188.4617,188.3,1704200880000,224,2024-01-02 13:08:00+00:00
7325.0,188.3083,188.31,188.2,188.4,188.2,1704200940000,256,2024-01-02 13:09:00+00:00
38372.0,188.0274,188.21,187.891,188.3,187.78,1704201000000,1118,2024-01-02 13:10:00+00:00
3852.0,188.1197,188.0,188.1,188.2,188.0,1704201060000,93,2024-01-02 13:11:00+00:00
4769.0,188.1173,188.0601,188.14,188.14,188.0601,1704201120000,137,2024-01-02 13:12:00+00:00
5833.0,188.0166,188.14,187.95,188.14,187.95,1704201180000,241,2024-01-02 13:13:00+00:00
9664.0,187.9567,187.97,187.92,188.0,187.9,1704201240000,171,2024-01-02 13:14:00+00:00
8179.0,187.9177,187.9876,187.93,187.9876,187.86,1704201300000,322,2024-01-02 13:15:00+00:00
8010.0,187.8878,187.9,187.89,187.91,187.85,1704201360000,224,2024-01-02 13:16:00+00:00
16954.0,187.9076,187.89,187.92,188.0,187.85,1704201420000,258,2024-01-02 13:17:00+00:00
5328.0,187.9671,187.9,187.96,188.0,187.9,1704201480000,140,2024-01-02 13:18:00+00:00
3737.0,187.9668,187.9999,187.9599,187.9999,187.95,1704201540000,114,2024-01-02 13:19:00+00:00
4985.0,187.9749,187.95,187.99,187.99,187.95,1704201600000,116,2024-01-02 13:20:00+00:00
4728.0,187.9844,187.9999,187.99,188.0,187.96,1704201660000,80,2024-01-02 13:21:00+00:00
10991.0,187.9958,187.99,188.0,188.0,187.98,1704201720000,154,2024-01-02 13:22:00+00:00
5711.0,187.9857,188.0,187.9519,188.0,187.9519,1704201780000,235,2024-01-02 13:23:00+00:00
3759.0,187.9274,187.95,187.95,187.95,187.9,1704201840000,171,2024-01-02 13:24:00+00:00
4431.0,187.9421,187.92,187.95,187.95,187.92,1704201900000,89,2024-01-02 13:25:00+00:00
16426.0,187.9862,187.95,188.0,188.01,187.93,1704201960000,391,2024-01-02 13:26:00+00:00
8923.0,187.9854,188.0,188.0,188.0,187.94,1704202020000,213,2024-01-02 13:27:00+00:00
7600.0,188.2987,187.95,188.0,188.0,187.95,1704202080000,170,2024-01-02 13:28:00+00:00
1954.0,187.972,187.97,187.95,187.9996,187.95,1704202140000,122,2024-01-02 13:29:00+00:00
3994.0,187.9766,187.95,187.94,188.0,187.93,1704202200000,148,2024-01-02 13:30:00+00:00
9418.0,188.0533,188.0,188.0,188.0,187.91,1704202260000,310,2024-01-02 13:31:00+00:00
13137.0,188.0762,188.0,188.1673,188.28,188.0,1704202320000,316,2024-01-02 13:32:00+00:00
3138.0,188.2336,188.15,188.2493,188.29,188.15,1704202380000,134,2024-01-02 13:33:00+00:00
10153.0,188.3345,188.2301,188.37,188.4,188.2301,1704202440000,262,2024-01-02 13:34:00+00:00
3644.0,188.2916,188.3,188.25,188.32,188.25,1704202500000,185,2024-01-02 13:35:00+00:00
3257.0,188.2672,188.25,188.29,188.2996,188.25,1704202560000,153,2024-01-02 13:36:00+00:00
12993.0,188.2289,188.27,188.18,188.3,188.15,1704202620000,278,2024-01-02 13:37:00+00:00
2404.0,188.2339,188.1629,188.25,188.25,188.1629,1704202680000,119,2024-01-02 13:38:00+00:00
5236.0,188.2907,188.3,188.25,188.32,188.25,1704202740000,152,2024-01-02 13:39:00+00:00
1979.0,188.2141,188.22,188.2,188.2499,188.1918,1704202800000,109,2024-01-02 13:40:00+00:00
2033.0,188.2369,188.24,188.21,188.25,188.21,1704202920000,118,2024-01-02 13:42:00+00:00
8528.0,188.2306,188.24,188.2101,188.26,188.2,1704202980000,140,2024-01-02 13:43:00+00:00
7794.0,188.3065,188.28,188.38,188.38,188.27,1704203040000,263,2024-01-02 13:44:00+00:00
1104.0,188.3526,188.39,188.39,188.39,188.39,1704203100000,116,2024-01-02 13:45:00+00:00
3088.0,188.3055,188.3,188.36,188.36,188.26,1704203160000,198,2024-01-02 13:46:00+00:00
1777.0,188.2843,188.28,188.29,188.29,188.28,1704203220000,105,2024-01-02 13:47:00+00:00
9132.0,188.2152,188.27,188.2,188.27,188.2,1704203280000,364,2024-01-02 13:48:00+00:00
4599.0,188.1905,188.2,188.2,188.2,188.1518,1704203340000,163,2024-01-02 13:49:00+00:00
12350.0,188.1946,188.2,188.18,188.2,188.18,1704203400000,226,2024-01-02 13:50:00+00:00
7398.0,188.1903,188.18,188.2,188.2,188.18,1704203460000,206,2024-01-02 13:51:00+00:00
3005.0,188.1928,188.18,188.19,188.2,188.18,1704203520000,149,2024-01-02 13:52:00+00:00
3630.0,188.1988,188.19,188.2,188.2,188.19,1704203580000,135,2024-01-02 13:53:00+00:00
5764.0,188.1951,188.19,188.18,188.2,188.18,1704203640000,180,2024-01-02 13:54:00+00:00
3460.0,188.1849,188.18,188.2,188.2,188.1702,1704203700000,127,2024-01-02 13:55:00+00:00
5582.0,188.1944,188.17,188.19,188.2,188.17,1704203760000,156,2024-01-02 13:56:00+00:00
9036.0,188.5285,188.2,188.2,192.53,188.19,1704203820000,210,2024-01-02 13:57:00+00:00
14751.0,188.1704,188.18,188.12,188.2,188.1,1704203880000,431,2024-01-02 13:58:00+00:00
6044.0,188.098,188.111,188.1,188.12,188.08,1704203940000,134,2024-01-02 13:59:00+00:00
3417.0,188.0986,188.1,188.1,188.11,188.08,1704204000000,180,2024-01-02 14:00:00+00:00
7268.0,188.0728,188.0997,188.0301,188.1,188.0209,1704204060000,167,2024-01-02 14:01:00+00:00
12820.0,188.0106,188.05,188.0,188.07,188.0,1704204120000,609,2024-01-02 14:02:00+00:00
698295.0,192.4531,187.98,187.9,187.98,187.9,1704204180000,488,2024-01-02 14:03:00+00:00
10739.0,187.9102,187.9,187.9,187.92,187.9,1704204240000,222,2024-01-02 14:04:00+00:00
5967.0,187.9576,187.92,187.98,188.0,187.9,1704204300000,188,2024-01-02 14:05:00+00:00
3136.0,187.9662,187.98,187.95,187.99,187.9311,1704204360000,164,2024-01-02 14:06:00+00:00
16269.0,188.0229,187.97,188.1643,188.1643,187.95,1704204420000,261,2024-01-02 14:07:00+00:00
6795.0,188.1393,188.16,188.1,188.17,188.1,1704204480000,216,2024-01-02 14:08:00+00:00
7374.0,188.1186,188.08,188.15,188.15,188.08,1704204540000,181,2024-01-02 14:09:00+00:00
10919.0,188.1896,188.17,188.1983,188.2,188.15,1704204600000,169,2024-01-02 14:10:00+00:00
2013.0,188.1914,188.2,188.19,188.2,188.19,1704204660000,140,2024-01-02 14:11:00+00:00
4901.0,188.1863,188.19,188.2,188.2,188.15,1704204720000,171,2024-01-02 14:12:00+00:00
8654.0,188.1961,188.2,188.16,188.2,188.16,1704204780000,212,2024-01-02 14:13:00+00:00
3687.0,188.1859,188.2,188.1606,188.2,188.15,1704204840000,157,2024-01-02 14:14:00+00:00
7774.0,188.1944,188.1602,188.18,188.2,188.1602,1704204900000,146,2024-01-02 14:15:00+00:00
4883.0,188.1896,188.18,188.19,188.2,188.17,1704204960000,115,2024-01-02 14:16:00+00:00
10601.0,188.2231,188.19,188.3,188.32,188.18,1704205020000,225,2024-01-02 14:17:00+00:00
25947.0,188.4583,188.3199,188.47,188.54,188.29,1704205080000,366,2024-01-02 14:18:00+00:00
12941.0,188.4946,188.47,188.5,188.51,188.47,1704205140000,243,2024-01-02 14:19:00+00:00
11878.0,188.4459,188.49,188.47,188.49,188.43,1704205200000,192,2024-01-02 14:20:00+00:00
3426.0,188.4826,188.46,188.47,188.5,188.46,1704205260000,122,2024-01-02 14:21:00+00:00
22216.0,188.4929,188.45,188.45,188.52,188.45,1704205320000,274,2024-01-02 14:22:00+00:00
10152.0,188.4422,188.43,188.46,188.47,188.4,1704205380000,153,2024-01-02 14:23:00+00:00
17407.0,188.4624,188.46,188.33,188.5,188.33,1704205440000,369,2024-01-02 14:24:00+00:00
100036.0,188.0571,188.33,188.08,188.33,187.76,1704205500000,1896,2024-01-02 14:25:00+00:00
19300.0,188.2542,187.91,188.0,188.07,187.75,1704205560000,330,2024-01-02 14:26:00+00:00
83926.0,187.5146,187.92,187.44,188.0,187.12,1704205620000,1439,2024-01-02 14:27:00+00:00
35849.0,187.3097,187.25,187.29,187.4,187.13,1704205680000,511,2024-01-02 14:28:00+00:00
49278.0,187.1813,187.29,187.14,187.35,187.0,1704205740000,807,2024-01-02 14:29:00+00:00
3234668.0,187.2685,187.15,187.83,188.05,186.35,1704205800000,37659,2024-01-02 14:30:00+00:00
809707.0,187.8914,187.83,187.765,188.12,187.63,1704205860000,7481,2024-01-02 14:31:00+00:00
687086.0,188.0628,187.77,188.2984,188.44,187.73,1704205920000,7103,2024-01-02 14:32:00+00:00
485275.0,188.0476,188.305,188.16,188.31,187.81,1704205980000,6245,2024-01-02 14:33:00+00:00
415948.0,187.8832,188.15,187.73,188.15,187.67,1704206040000,5942,2024-01-02 14:34:00+00:00
387127.0,187.8813,187.76,188.03,188.07,187.66,1704206100000,4604,2024-01-02 14:35:00+00:00
388159.0,187.8677,188.04,187.67,188.05,187.66,1704206160000,5082,2024-01-02 14:36:00+00:00
350197.0,187.6555,187.67,187.58,187.81,187.56,1704206220000,4761,2024-01-02 14:37:00+00:00
421004.0,187.3957,187.5848,187.385,187.625,187.13,1704206280000,5321,2024-01-02 14:38:00+00:00
280899.0,187.4688,187.38,187.53,187.59,187.36,1704206340000,3465,2024-01-02 14:39:00+00:00
435819.0,187.2076,187.54,187.13,187.56,187.02,1704206400000,5350,2024-01-02 14:40:00+00:00
389038.0,186.9703,187.135,186.66,187.18,186.66,1704206460000,5587,2024-01-02 14:41:00+00:00
375535.0,186.7422,186.6627,186.55,186.96,186.51,1704206520000,4912,2024-01-02 14:42:00+00:00
544473.0,186.3614,186.54,186.23,186.58,186.205,1704206580000,6955,2024-01-02 14:43:00+00:00
446615.0,186.2231,186.2313,186.26,186.4104,186.06,1704206640000,5373,2024-01-02 14:44:00+00:00
352297.0,186.1345,186.25,186.014,186.27,186.01,1704206700000,4968,2024-01-02 14:45:00+00:00
532627.0,186.3109,186.03,186.71,186.74,186.01,1704206760000,5958,2024-01-02 14:46:00+00:00
314904.0,186.7778,186.74,186.76,186.94,186.6,1704206820000,4437,2024-01-02 14:47:00+00:00
259200.0,186.5619,186.74,186.36,186.78,186.3447,1704206880000,3975,2024-01-02 14:48:00+00:00
273891.0,186.2065,186.36,186.1,186.39,186.08,1704206940000,4213,2024-01-02 14:49:00+00:00
238499.0,186.3127,186.09,186.2218,186.465,186.09,1704207000000,3760,2024-01-02 14:50:00+00:00
373595.0,186.4575,186.22,186.46,186.68,186.13,1704207060000,4422,2024-01-02 14:51:00+00:00
313264.0,186.3083,186.4562,186.28,186.505,186.23,1704207120000,4266,2024-01-02 14:52:00+00:00
368241.0,186.3265,186.285,186.25,186.4,186.19,1704207180000,4102,2024-01-02 14:53:00+00:00
193920.0,186.3257,186.26,186.28,186.39,186.205,1704207240000,2809,2024-01-02 14:54:00+00:00
197435.0,186.2796,186.27,186.26,186.36,186.21,1704207300000,2863,2024-01-02 14:55:00+00:00
210609.0,186.1433,186.25,186.055,186.27,186.05,1704207360000,3243,2024-01-02 14:56:00+00:00
217185.0,186.1556,186.05,186.255,186.27,186.03,1704207420000,2983,2024-01-02 14:57:00+00:00
